user_id,no_of_videos,no_of_hashtags,no_of_unique_hashtags
6719862603320247301,1,5,5
6775965937151575046,2,4,3
6777481379182707717,2,6,3
6601068145694572550,1,6,6
6802431134346003462,1,3,3
6779060804408443909,2,10,5
6678963662318928901,2,5,3
6828570693530125318,1,4,4
6774619368715355141,1,10,10
6731207274918134789,1,9,8
6738129223057638406,1,3,3
6640222242955952134,1,5,5
6666297688516853765,1,6,6
6831531405333267461,1,5,5
206303612602593280,2,6,3
221249421152260096,1,1,1
6564272887241539589,1,5,5
6731903410976588806,1,3,3
6802930856992310277,1,10,10
6784110294152004614,1,6,6
1518483,1,2,2
6545551601863507973,1,9,9
6881310731163714565,2,15,14
6835703309458949126,1,12,11
6671106344568143877,1,8,8
6724351841519551494,2,8,4
6762910133305213957,1,14,14
6729522221923025926,1,6,6
6687542291974308869,1,5,5
6811113224307491846,1,9,9
6661398576826417157,1,18,17
6844045596190721029,1,3,3
6760332697245631494,1,7,7
6740372348631942150,5,35,14
6832815509512520709,1,8,8
6633646530484994054,1,5,5
6579316793516113926,1,5,5
6811871094849799173,1,3,3
6728597113518900229,2,12,6
6699277134483637254,1,1,1
6788118204172239877,1,4,4
6732901453838959621,4,66,29
6696682142108009478,1,5,5
6746340330012574725,1,4,4
6761441942075491333,1,14,14
6792593716228097029,1,3,3
6735982604547884038,2,3,2
6860865002434888710,1,7,7
6717249008744350726,1,12,12
2494479,6,14,4
6789780243148555269,1,6,6
150666706074411008,2,18,16
6719162422102475781,1,4,4
6811130139091780613,2,14,10
6769464717821199366,1,6,6
6732848944667804677,1,5,4
6792242782318216197,1,3,3
6619357855572344838,1,10,9
6698346252978127878,1,6,6
6720053377323762694,1,3,3
6744431630864057350,1,5,5
54451126783184896,1,8,8
6837859098369950725,1,5,5
6662351536629596166,1,10,10
6785176486321308677,1,2,2
6694809478166365189,1,3,3
14018424,4,12,5
6810961410663793670,1,4,4
6794165234392466438,2,10,5
6810831199557469190,3,18,9
6611083139816456198,1,4,4
6675819777116554245,1,4,4
6763945442646918150,1,6,6
53368444150091776,1,4,4
147210560722505728,1,6,6
6818134889247179781,3,24,10
6821659829716075526,3,21,11
6724532889302336517,4,13,8
51754797153939456,1,10,10
6791317105692132358,1,7,7
53974359781965824,1,2,2
6811933523063882758,1,4,4
1606465,1,5,5
6698050109131490310,1,2,2
6747863724700615686,1,1,1
6849791410812650501,1,8,8
6878450401734280197,9,61,12
2228466,1,4,4
273550614163247104,1,2,2
6814190535381828614,2,14,10
6672865488370549766,1,3,3
6712339015499269125,2,14,7
6694964643352822789,2,18,9
6858858715500987397,4,43,15
6768586492627289093,1,3,3
6746694743189160965,1,5,5
6712563366533350406,1,6,6
6839782775017456645,1,5,5
6728997681891345414,1,3,3
76221903320829952,1,4,4
6803902246243107845,1,12,12
6763040494823031813,1,2,2
6631812843794644998,1,2,2
6757784478627939333,1,4,4
6761314189530874885,2,16,8
6863858016375833605,2,18,15
6759135237605213189,1,4,4
6732711970581447685,1,16,15
6750087757278430213,1,6,6
6815529892378674182,3,19,9
6807129020044723206,1,8,7
6873323931055555590,1,7,7
6621984858724466694,5,27,8
28473536,1,6,6
6726629463722116102,1,3,3
6837323498596598789,3,33,21
6705936928615990278,1,4,4
6806458414693729286,5,34,17
6650466033470619654,1,6,6
6751193822568465414,2,4,2
6819907666618795014,1,6,6
6820173963927651334,3,16,8
237865949830402048,1,5,5
6532089202882904065,1,3,3
6787896465681859589,1,12,12
6817695061879931909,1,4,4
1387309,1,3,3
6724626584344577029,1,9,9
6676854384150184966,2,11,9
6707409409713456134,1,1,1
6683605975951721478,1,1,1
6576704645049008134,2,13,10
6829053851740963846,4,20,6
6722498259414254597,1,5,5
6839662856214103046,1,9,9
6734510540344247301,1,6,6
6822563981401457666,1,13,13
6800455091494749190,1,5,5
6769749941617034246,1,10,10
6726172514017920006,1,2,2
6716020509027107846,1,4,4
6613794007133077505,1,2,2
6710927198235214854,1,8,8
6663575943536328710,1,4,4
6828608783918498821,2,8,4
6702976078992622598,1,3,3
6643878580039303174,2,16,9
6692121512079918085,1,6,6
6718511018505225222,1,3,3
6847321812314784774,1,11,11
6845064314899842053,2,18,9
10767823,1,3,3
6778997691361100806,1,7,7
6848064366295335941,2,21,15
6749631243870635013,1,1,1
6529028902663230464,1,6,6
6618324214661464069,1,6,6
6684725078419473413,1,11,11
6724531366501991429,1,8,8
6672528645988500485,1,3,3
6718392483413804037,2,13,12
6561074153343565829,1,6,6
6632791815014219781,1,9,9
6761591985797121030,1,8,8
6199653,1,11,11
6616010685280731141,1,4,4
6643655687552811014,1,2,2
6758574039821992966,2,18,9
6729239278888698885,1,2,2
6812344957904241670,1,5,5
6682842787186623494,1,9,9
6843664,2,12,6
11593434,1,5,5
6688128427041752069,1,4,4
6613576478242865158,3,9,3
6753632518056821766,1,5,5
53844532655575040,1,2,2
271565542262439941,1,12,12
6808317176610145285,1,5,5
6785586830408696838,1,5,5
6758651512812323846,1,9,9
6776462671585903621,1,9,9
6745584183148184582,1,8,8
6677230448735519750,1,8,8
6826445711183545349,1,12,10
6654548279256989702,1,14,14
6650481389941096453,1,5,5
6743975218644206597,2,26,20
6587116928514785285,1,2,2
6707271729566123013,5,35,21
6772712164153082886,1,4,4
6726221984231179270,1,4,4
6704109375521686534,1,4,4
6888316829069739014,1,5,5
6631603841253261317,1,2,2
6805355616782713862,1,15,15
6825830916682810374,1,3,3
6642507278443708421,1,1,1
6750772233293136901,3,25,11
6755659975106429958,1,5,1
6719213519554544645,1,13,13
6657621621082718213,1,8,8
6778702896025977861,1,2,2
6834731447976166405,1,10,9
6760332310358344710,1,6,6
6833266831051867142,1,1,1
6784602919325991942,1,9,9
6793135489152959493,1,4,4
1749012,1,6,6
6564996278802399237,2,14,7
6822153893330846726,2,10,5
6734083000290722821,2,6,4
6739932198437520389,1,2,2
6621622414541537285,1,10,10
6859879250960598022,1,6,6
6541922057516810246,1,5,5
52884113883398144,1,4,4
6778974988458591238,2,10,7
6723727880964211718,3,12,8
6730657421960610822,2,6,3
6806384802359591941,1,8,8
6717059375671280646,1,6,6
25915988,1,9,9
6773020332837061638,1,12,12
6727486741686027269,1,9,9
6822644968252670982,1,3,3
6807196423563543557,1,4,4
6773890938940261382,1,3,3
6636597790774984709,1,3,3
6559015683005743109,3,26,17
6737083102830740485,1,4,4
107592074467622912,1,5,5
6577436328739340294,2,6,3
6747860472173216773,1,8,8
6772023845290312710,3,18,14
6782436601395119109,1,5,5
6650591829371109382,1,2,2
6612403123942735878,1,7,7
6532018662381977601,1,3,3
6723333164616729606,1,14,14
6543640758748976143,1,3,3
6707612932128130053,1,11,11
177010278293712896,1,6,6
6616521221054201862,1,3,3
6645703794901893126,2,14,7
6801565660209284102,1,5,5
6705046903803626501,1,6,6
6677684251024557062,1,2,2
6792369618004706309,1,9,8
6742187127326704645,1,1,1
6784335301701026821,1,8,8
6807104526886536197,1,5,5
6783795728054649861,1,5,5
6779523574879257605,1,1,1
6641318996146339845,1,5,5
6849152227186885638,1,7,7
6803522133973894150,1,6,6
6784075616611484678,1,4,4
6841585131959124997,1,3,3
6786403539466093573,1,4,4
6644587869301129217,2,8,4
6812304269451166725,1,10,10
6824193084398781446,1,2,2
6712443688159003653,1,7,7
6823252545001276421,1,4,4
6786025465591497734,1,6,6
6722040561508877318,1,12,12
6837619982890894342,1,3,3
6805472176675456006,1,4,4
6799179498232431621,1,17,17
6721563787345249286,2,10,5
6775267494494422021,1,2,2
6667715683456991237,1,5,5
6707069087996216326,1,4,4
6817231080036467717,2,12,9
6772758116364780549,1,9,9
6661031099336523781,1,11,11
6811507057759159302,1,8,8
6815325599533286405,1,2,2
6771650021412799494,2,16,13
6614543244368199685,2,6,3
6855314748205974533,2,14,7
6644717889168539653,1,6,6
6876249957336564741,2,18,9
6847526042732610565,1,10,10
6833503057343595525,1,4,4
6877354751533876229,2,7,4
6686235470320468998,1,5,5
6842675329116947461,1,10,10
6638234073281069062,5,40,11
6816467723662099462,1,7,7
6775280037426398214,1,4,4
6754155884262081542,1,5,5
6556725284115496966,1,5,5
6813729758812062726,1,1,1
6624691743471304709,1,4,4
6545476519521702927,1,4,4
6808661919865160709,1,4,4
6747904417259406341,1,5,5
6733026895615165445,2,6,3
6619856535978934277,1,6,6
6805403573771600902,1,8,8
6711889031519552518,1,9,9
21000329,1,2,2
6255354,1,5,5
6807214822410863621,1,6,6
6783880152696964101,1,5,5
6807141800134870021,2,15,13
63295113635905536,1,3,3
6784959148922668038,1,4,4
6792273396585546757,1,3,3
6639421294978007045,1,3,3
6738863525878219781,1,8,8
6824603274177709062,1,4,4
6617491631644835845,1,5,5
6641994013691314181,1,5,5
6745072127369708550,1,8,8
6749261159544816646,1,8,8
74936462281940992,1,2,2
6863475624330134533,1,7,7
6770814684075721734,1,7,7
6783468606728291334,1,4,4
12327791,2,3,2
6818190185232270341,2,10,5
6726549196666635270,1,6,6
6666465946619772934,1,5,5
6650647958303260677,2,6,3
6680536993740719109,1,3,3
6733299556756734981,1,4,4
55177310588403712,2,10,5
6802873777970856966,1,5,5
22808072,2,14,7
6746971863225189377,2,16,8
6782235425090585605,1,10,10
6739644920681841670,1,5,5
6795009639672906758,1,5,5
6837223473020109829,1,9,9
6800194739812729862,1,10,9
6764145005118260229,1,6,6
6799722906911851525,1,9,9
6784598106698253317,2,18,13
6822080517236737029,1,3,3
6565666049857257474,2,9,7
6720402143989629957,1,2,2
6731566408848081925,1,14,14
6781484729075713029,1,9,9
6779883577083036677,1,4,4
6753271944211006469,1,16,16
298333391244886016,1,1,1
6691450639773697030,1,7,7
6812746841731695621,1,5,5
6808377670415713286,2,6,3
6830935488950584326,2,13,8
8331247,1,11,11
6745268577609712645,1,5,5
6815328278494151685,1,8,8
6777515768688837637,1,3,3
6845524673209615365,1,6,6
6853183382034220038,1,15,3
6721152370321064965,1,5,5
6699253741059621894,1,2,2
6612726765507772422,1,2,2
72575246834282496,1,17,17
6725546908691448837,1,2,2
6778358471341261829,1,3,3
6725280328041399301,1,1,1
6837243464124646405,1,9,9
58697514404556800,1,3,3
6701812788337869829,1,4,4
6802749983356421125,1,3,3
6881049730190935046,1,13,13
6851726360084448261,1,3,3
6802399022390281222,1,7,7
6777844468295222277,3,11,6
6811900731013153798,1,4,4
6760872697070126086,1,11,11
6795706705713579013,1,4,4
6652080413680369669,1,2,2
6831678612502152198,1,2,2
77499413698371584,1,11,11
6780192192855573509,2,29,22
6723737457973724166,2,18,10
6665828100653613062,2,4,2
114019465285001216,1,9,9
6811007725692175365,1,5,5
6749196162764653574,1,7,7
6734724396387255301,1,5,5
6590833738569170949,1,8,7
6846540250392609797,1,14,14
6610066673393795078,1,4,4
6813047130706920454,1,1,1
6657138003738492934,1,4,4
6807187300112581637,1,11,10
6753069361831560198,1,4,4
6717049668196434949,1,3,3
6737051387324220422,1,3,3
6740352524916343813,2,15,14
6758249849475105797,3,10,4
6560857024568754177,1,4,4
6830294258999018502,1,14,14
6637609577909403654,1,4,4
6825024264816706565,1,13,13
24156843,1,6,6
6781854266006127622,1,9,9
6794584062390027270,1,8,8
6720345442330723334,1,6,6
6764019250140857349,1,1,1
6757376080871556101,1,5,5
6782362503390233605,1,4,4
6810220783080588294,1,2,2
6791093579232527366,1,4,4
6749338332394472454,1,12,12
6650759925201666053,2,8,4
6706494063150023685,3,24,8
6787885009586127877,2,8,4
6597186031563751430,2,14,7
6736000904691172358,1,2,2
6800090058789618693,1,9,9
6855749651367347206,1,11,10
52969443118551040,1,16,16
6732359578652935173,1,3,3
6689575249674355718,1,9,9
6714232369027417093,1,4,4
6851851387291894790,1,3,3
6641685519184478214,1,1,1
6783694791366837253,2,20,10
6792241907772146693,1,11,11
6643904085920268294,1,16,16
6746703358587536390,1,3,3
6749397044525384710,1,12,12
6741964185579045893,1,6,6
6859965479612810245,1,1,1
6754952157685285894,1,2,2
6643861334402465797,1,6,6
6673903866403554310,1,9,9
6824075236054221830,1,22,22
6641953903829270534,1,4,4
6743726166932947974,1,3,3
6718645402327368710,1,3,3
6753699255494149125,1,7,7
6777337336306107398,2,16,8
174774756225900545,1,7,7
6807964884865745926,1,10,10
6839011542970319878,2,18,8
6772402223563113478,1,3,3
4041175,1,9,9
300365486368944128,1,4,4
6840785773060965381,1,5,5
6745002503245874182,1,3,3
6696124332315821062,1,3,3
6791713156306682885,1,9,9
6848856045167805446,1,9,9
21383704,1,2,2
6795557603428385797,2,6,3
6721899340162286598,1,3,3
6545490624539803649,1,11,11
208114578101084160,1,6,6
9590636,1,7,7
6782076582708642821,1,1,1
6708219304540505093,1,4,4
6771061223050036230,1,7,7
6705435062416294917,1,5,5
733251,1,4,4
6834150496559809542,1,20,20
6588976681783508998,1,9,9
6818378593245594629,2,29,16
6681755867899855878,1,3,3
6704835844644504582,1,3,3
6826741523876742149,1,4,4
6714741439370462214,1,8,8
6642489086769233926,1,12,12
6782582291325502469,2,4,2
6644764757092827141,1,3,3
6813940048666100742,7,37,18
6788991322101580805,2,10,5
6839748874598417413,1,7,7
6834609090034074629,1,8,8
6777886255013233670,1,5,5
6787000922671694853,1,3,3
224108418385653760,1,6,6
132327097959731200,1,5,5
6749499418268288005,1,9,9
6823130852031382533,1,6,6
309878867832393728,1,3,3
6794484147257590790,1,3,3
15704547,1,2,2
6809802776861885445,1,8,8
6706237857185743878,1,6,6
124695771043590144,2,18,9
6782004111228355589,1,9,9
6684483822609794053,1,14,14
6622313912895750150,1,3,3
6719943323484439558,1,3,3
6739240715027055622,2,10,5
6763408509561766917,1,3,3
6650364229965889542,1,6,6
6779824474495796229,1,4,4
6775357085095150598,5,27,8
6684211455363499013,1,5,5
6665502959818702853,1,1,1
6676074627331326981,1,5,5
6797209561162990597,2,11,7
6834150487983473670,1,7,7
6836688321424147461,1,15,15
6755556625493722118,1,4,4
6823567702071788550,1,9,9
6525153659611780096,1,7,7
6677890033356030981,1,10,10
6766638932044137477,2,22,11
68505600262823936,1,3,3
6676161615073838086,1,7,7
6646028326824394757,2,6,3
8636120,1,7,7
6728792892671181830,1,2,2
6848947839197824005,1,15,15
6802931848303068165,1,5,5
6807082414960329734,1,5,5
6623514132069335046,3,6,4
6848639252311294981,1,8,8
2946235,1,5,5
6616055858982961158,1,4,4
6774976135794738181,2,12,10
6785348869079122950,1,4,4
6578330529836711942,1,4,4
6823869346356429829,1,8,8
6812994472583824389,1,7,7
6649037687729569798,1,2,2
6773781630513349637,1,4,4
6834273164769461253,1,5,5
6771952811677926406,1,13,13
6661725520592830470,1,4,4
6830199328414745606,1,8,8
6826228404486390789,1,4,4
6772709422919468037,1,4,4
6690573583696299013,2,10,5
6777978250109355013,1,5,5
6791018612502037510,1,13,13
6767996075767186438,1,2,2
6808024701757555718,1,7,7
6610516204242337798,1,2,2
6698859655495664645,1,2,2
6649041581443825670,1,1,1
6833974472665170950,1,3,3
6823918168643650565,2,6,3
6567829138215469062,1,1,1
6654117486814035974,2,8,4
6755187578745914374,1,3,3
6817869524198360069,1,13,13
6795343061855929350,1,5,5
6680273741262013446,1,1,1
6780936810085581829,1,3,3
6782020854777447430,2,10,9
6647479320503009285,1,5,5
6609796918720266245,1,1,1
6737057949276275717,1,11,11
6720996503572153349,1,3,3
6732781203093980165,1,3,3
6774701345930757126,1,13,13
6694074804838777862,1,3,3
6783665987357312006,1,4,4
6743433911395550213,1,5,5
6744132147802178565,1,4,4
6544778016270499842,2,5,4
6837171198288282629,1,10,10
3443583,1,2,2
23963245,1,1,1
6627563841712947206,2,18,12
6789197842218779653,1,3,3
6707097784358978565,2,12,6
6719981341330736134,2,6,3
6577462795843305478,1,5,5
6658247609100451846,5,29,15
6767840466005623813,1,7,7
6751373034991698946,2,12,6
6828560463959671814,1,10,10
6732781128376321029,1,3,3
6557328279819911173,1,5,5
6661430163403833349,1,4,4
6654745661835460614,4,27,8
6806083670890726406,1,9,9
6664514961589534725,1,4,4
6532035271993606146,1,7,7
6633533966652899333,1,14,14
14989543,2,4,2
6697359962937066502,1,6,6
6613544331028643846,1,4,4
82431609345363968,1,4,4
6657497236304560133,1,2,2
6849882759885374469,2,5,3
6668085687915249669,3,33,17
6838715988843480070,1,5,5
6620015718267076613,1,4,4
6768327643945763845,1,6,6
6616349327982641157,2,7,4
6808090661696062470,1,2,2
6525854576812233743,8,58,21
6693306362645021702,1,3,3
6751664143336375302,1,5,5
6584832298640752646,1,4,4
6807615796002374662,1,11,11
6633608987713568773,3,15,5
6813912415232345094,1,4,4
6839054429695706117,1,5,5
6824820076799542278,1,5,5
6811727202339259397,2,15,12
6750766768154149894,1,6,6
6743546702316635141,1,8,8
6735289905158571013,1,6,6
6721455332457694213,1,2,2
6774893070434894853,1,8,8
6707794810298352645,1,3,3
6842424243931235333,1,7,7
6849023799863297030,1,5,5
6785179587821061126,1,7,7
6724653082074563590,1,10,10
6807472631785456645,2,20,10
6738350292142818310,1,9,9
6657695581055860741,1,4,4
6790006757316035590,1,4,4
6703239241441461254,1,7,7
6765498658010055685,1,10,10
6780090225051419653,1,5,5
6750818176869319685,2,22,10
9450156,1,5,5
6602355907035725829,1,2,2
6836854782578934789,2,24,12
5829950,1,3,3
6694421165055902726,1,3,3
1828674,1,4,4
6853922324249396229,1,10,10
6730731120126444550,1,4,4
6623128999789346822,1,12,12
7919820,1,4,4
6673652427277747205,1,10,10
6768295667515311110,1,15,14
6744378137364464645,1,5,5
6640711891927040006,4,26,7
6813107506581226501,1,8,8
6827192014494385157,1,6,6
6805441664699499526,1,5,5
6581566000323166213,1,10,10
6532030347847139329,1,1,1
6815647457754596357,1,7,7
6768103907543712774,1,7,7
6556400678402752517,1,3,3
27667059,1,9,9
6881299114320741381,1,7,7
6654028077956136965,2,9,8
6783881556886995974,1,8,8
6699351844827120646,2,8,4
15944789,1,2,2
6816522828470862853,1,6,6
6766403928629642246,1,1,1
6822151799609426949,1,4,4
6843628519424328710,1,9,9
24904040,1,6,6
297952710077927424,1,4,4
6607500050744688646,1,7,7
6764192483783459846,1,19,19
6849886941757047813,1,10,10
6779408516832478214,1,2,2
6610483818535321605,1,10,10
6727815440770745349,2,14,7
6801280414125163526,1,2,2
6753677738609230853,1,1,1
6565925621448327174,1,15,14
6719928564437255173,1,5,5
6762192773896160261,2,16,8
6862393749949170694,1,5,5
6710393636967908357,1,3,3
6842365679695807494,1,8,8
6758447191498671109,1,6,6
6599010151968522246,1,6,6
6846109305671353349,1,12,12
8623317,1,6,6
6799636681198732294,2,9,7
6611271267013345285,1,7,7
8867797,1,7,7
6812771148775408645,1,4,4
6697984620346065926,1,10,9
6634336811881693189,1,7,7
6620548274260000773,1,3,3
6847969310058726406,1,10,9
6838124969567618053,1,12,12
7926735,1,6,6
6719198851851813893,1,3,3
6810782894082081797,1,8,8
126996686161391616,1,4,4
6808556162255488006,1,4,4
6806077547089724422,1,5,5
283084728738680832,2,10,5
6623895375521955845,1,11,11
6809663950502806534,2,9,7
6764187296432604166,1,11,11
6753303353101927429,1,5,5
6754541689404670981,2,18,12
6801972773646386182,1,7,7
6754236256756909061,2,18,9
28470307,2,14,11
6808882540213191685,1,4,4
6780062267427701766,4,20,10
85939215040937984,1,6,6
6609336619656069126,1,7,7
6693698021886854149,1,2,2
6788690529758430213,1,2,2
6807399382867313670,1,4,4
6698311936835437573,1,13,13
6821535114125001733,1,5,5
6724747609455985669,1,4,4
6576987932116664325,1,9,9
269263536013385728,2,10,5
6859852111401059334,1,15,15
6661322031998976006,1,5,5
6739439936364184582,1,8,8
26600617,1,4,4
6610502658355642373,1,10,10
6619272162215968769,1,6,6
6631759065939574789,1,6,6
6796031137404961797,1,4,4
6648420680248819718,1,11,11
6818017440586040326,1,8,8
2992510,1,4,4
6720575517219161094,1,6,6
6724472910116848646,1,7,7
6806875020921979910,1,7,7
269075279036203008,1,5,5
6586390752607043589,2,4,2
6772553084474377221,2,18,9
6648442004014661638,3,15,5
6725153696353027078,1,7,7
6709055629355582469,1,4,4
6669218538140729349,1,2,2
6615753082809319430,3,8,3
6615007483252359174,1,6,6
6507754783003770882,1,5,5
93472032431960064,1,6,6
6532089467317026817,1,10,9
6660093864416591877,1,4,4
6691359433257567237,1,15,15
6614611252222787590,1,4,4
6628296819846627333,1,6,6
6573803761642684422,1,4,4
6810082326913270789,1,5,5
6752578177162494981,1,5,5
6692474262484468742,1,2,2
6648587285020082182,2,20,10
6741355335007683589,1,6,6
6867237809720296449,1,4,4
6822687240729396230,2,9,7
95113412187168768,1,10,10
6828675243071030277,2,16,8
6775598416992355333,1,1,1
6832381909000160262,2,24,12
6637225653139931141,2,10,5
6721459947194991621,3,40,26
6777331426900771845,1,5,5
6806084273147233286,1,8,8
6775971164600976390,5,28,20
6818361922511455238,1,2,2
6729190632806630405,1,2,2
6579022784037388293,1,3,3
6840347941883544581,2,16,8
6642155003115618309,1,7,7
6788566682971685893,1,7,7
6727255644812329989,1,3,3
6736265737038087173,1,5,5
6727029046280373253,1,6,6
6599352445531848709,2,14,7
6832800684527617029,1,3,3
6751955409579688966,3,19,8
6733246133558330374,1,12,12
6822488371441861637,1,4,4
6730010934700426245,1,5,5
15109011,1,6,6
6618548866680651782,1,4,4
6582195781108465669,1,4,4
6695712384041911301,1,4,4
6823080553287730181,1,2,2
6595714182808584198,1,5,5
6685381759519491077,1,4,4
6748470836430537734,2,6,3
6729180609141130245,1,13,13
6744772248453956613,1,3,3
6718020898055570437,1,10,10
6689483082892772358,1,7,7
6720926890187654149,1,5,5
6763869510422168582,1,2,2
6612575900234530821,1,5,5
55584103588200448,1,18,18
6784574209949778949,1,12,12
1142108,1,5,5
6578636207784214533,2,12,6
6603838721229242374,1,16,16
6561416360899133442,1,4,4
6720592747616666630,1,8,8
6773886370957739014,2,10,5
6661350996075839493,1,13,13
6779799822126236678,1,2,2
6749666603282990086,1,6,6
6653981974443589638,1,1,1
1300098,1,4,4
6685348592573957126,2,16,8
6811372705896924166,1,5,5
6795338671031469062,1,20,20
6841686508005606405,1,7,7
6767844434521654278,1,5,5
6637257260308348934,1,8,8
6718210373121819654,1,2,2
6583058535592116230,1,8,8
6811950227026396166,1,1,1
6619054898833801221,1,2,2
6577352641332281354,1,3,3
6701736117513257990,1,4,4
6773380337381966854,1,2,2
6807969092579116038,1,4,4
6781446712051893254,2,18,9
6742593262030914565,1,5,5
6754606217396503558,1,9,9
6779231306707436550,1,9,9
6647641356884787205,1,7,7
6810410049338639366,1,9,9
2800964,2,10,4
6715361111299851270,1,6,6
6640256110446723077,1,3,3
6873685614014317574,1,7,7
6645313576586674181,1,3,3
6811541266037130245,1,14,14
6618708955462090753,2,14,10
6602010530654240773,1,4,4
235703013817151488,1,6,6
6853202732557321222,1,9,9
6809714975596053510,1,3,3
6783167197122921478,1,10,10
6809671999775949829,1,5,5
6792056622640612357,1,5,5
6703259937055163398,1,4,4
6705390553922438150,1,12,12
6834309921124402181,1,4,4
86441505942343680,1,7,7
6842370094287881221,1,14,14
6552930004287832070,1,8,7
6589220998292766726,1,4,4
6718758005007369222,1,10,10
6730340651328340998,1,1,1
6851338593577026565,1,5,5
6728561900533646342,1,5,5
6757435505979491334,1,7,7
6595436451021357061,1,3,3
6855762608147760134,1,5,5
28368120,1,11,11
6755313267440272390,2,6,3
6621884613349195782,2,2,1
6761979429860049926,1,5,4
6749025098580558854,3,37,16
6562116255967625222,2,12,6
6556737677197054976,1,6,6
6827517116234089478,2,8,6
225638419920592896,4,12,4
6762663691521213445,1,3,3
6557680323264692229,2,12,8
6634386672409903109,1,5,5
6744155554446410758,1,3,3
6637076010478632966,1,4,4
6743826008317166594,1,2,2
6750693969803772933,1,6,6
6767194018440397830,2,12,9
6743547525321950213,2,3,3
6806133754467730438,2,16,12
6715774858795697157,1,4,4
6686297783412622342,1,6,6
6615581327629975558,1,2,2
6792043529789195269,1,6,6
6832718208794412037,1,3,3
103305441094365184,2,14,7
6786724045435159558,2,9,5
7000997,1,3,3
6780622180884415494,2,18,9
6678125993116500997,1,8,8
6626813376721403910,1,4,4
6811525426533024774,2,27,18
6757412038086345734,1,5,5
6800540217990661126,1,4,4
6787924320029508614,1,4,4
6745102349591954438,1,2,2
6809394455696573445,2,14,7
6621329958970359813,1,3,3
5826778,3,11,9
15587379,2,14,10
6621141842883510277,1,3,3
6829072554944234501,3,18,9
6725984526402634758,6,9,4
6776753706245637125,3,16,8
6817217462514762758,1,9,9
6688939192011883526,1,7,7
6725042178039628805,2,4,3
6598185013329133573,1,3,3
6771232428260803590,1,10,10
6612761262504951813,1,9,9
6632700271247147013,1,7,7
6757096250530677765,1,8,8
17941979,2,16,8
6615806151588675589,1,4,4
6699111754783376390,1,2,2
131774716209532928,5,35,16
6824465023839585286,1,6,6
6802456532350485506,2,7,5
6782666260519650310,1,1,1
59895754235863040,1,9,9
6731165770443359237,1,5,5
6549628614818840578,1,2,2
6811581149635773446,1,6,6
6734368704643924998,1,5,5
6765843024216884230,1,6,6
6803832117849637894,3,38,20
6833739012512695302,2,26,17
6746381303773414406,1,4,4
6838401202381997062,1,4,4
12836616,1,5,5
6544773165606769664,1,2,2
17817605,1,4,4
6728198546032280581,2,10,5
6744098979459564549,1,7,7
6668352959204442117,1,5,5
6638705687991156742,1,3,3
6731789157193040902,2,17,11
6798667705945621510,4,50,20
6544292048994833408,1,3,3
6808608257666499589,1,9,9
6801825758484005890,1,4,4
6726954380183274502,1,3,3
6783451937032373253,1,11,11
6640905672794734597,1,7,7
6759761296386622469,1,5,5
84241947875213312,1,8,8
6796108970870260741,1,6,6
6761084416439403525,1,5,5
78816181092024320,1,8,8
21386609,1,6,6
6831973219055207430,1,11,11
6672215102774084613,1,3,3
6711203297145455621,1,7,7
6741378368896615430,1,6,6
6574684661698625541,2,9,6
6594878271279431686,1,6,6
6741824206365180934,1,4,4
6763179389574120453,2,23,11
6809527512453219334,1,2,2
6623492213509292038,2,11,6
6741561458386273285,2,28,18
6718892618338763781,1,2,2
6765373026444985350,1,6,6
6716163836561540101,1,3,3
6772898291758187525,4,33,11
6774250829198935046,1,2,2
6589300551862321157,4,41,17
848919,2,16,8
6755176824764072965,2,7,5
19737945,1,7,7
6734450996887651333,1,3,3
6784918271046337541,2,13,10
6620906899692208134,1,6,6
182473843675021312,1,7,7
6778580151544628230,1,12,12
6633853323189420038,1,5,5
6810509159986775046,1,1,1
6770351980243436550,4,32,8
6739222070804448261,1,10,10
6715383380060095494,1,5,5
6798552819118654470,2,13,8
6760424726638330886,1,5,5
28604037,3,16,7
6824592874487710726,1,6,6
6658412712673378310,1,8,8
6775226445163889670,1,11,11
6719536357189354502,1,5,5
6832198679345153030,1,10,10
6811202161562059781,1,16,16
6778266410613097478,1,14,14
55182797002244096,2,16,8
6605188650517577734,2,18,11
6773708197288018950,1,11,11
6767752367913862150,1,4,4
6600569560796823558,1,2,2
6554716175888072710,1,2,2
6523315443787109376,1,5,5
97903014883033088,1,2,2
6764487951628960774,1,4,4
6849775450127123461,2,25,19
6807109064096416774,1,4,4
6761821320503706630,2,26,13
6790439556786619397,4,29,13
6833493061335548934,4,37,11
6740364320578405382,1,11,11
6815266167214261254,1,5,5
6531583,1,8,8
6836500094042080262,1,8,8
6610336172923420677,1,6,6
6733591548205007877,2,8,4
6779764008456520709,3,33,15
6662397787768864774,1,6,6
6771507831553639429,2,12,6
18724294,1,4,4
6628720433116397573,1,5,5
6790185223008977926,1,10,10
10843789,1,7,7
6614888609147289605,1,4,4
6708740218848134150,1,8,8
1091330,1,4,4
6888352634776896513,2,13,6
6676240317631054853,1,2,2
6555443035437563909,1,1,1
6752097723963343878,1,11,10
6598568142372143110,1,3,3
164692236767621120,1,5,5
6532077508194467842,4,37,17
6532031062149709826,1,4,4
6749547632769254406,2,8,4
6831948612198040581,1,9,9
6851978827809719302,1,4,4
